CompanyName,StockName,High,Low,Open,Close,Volume,Date
TechnipFMC,FTI,31.190000534057617,30.0049991607666,30.405000686645508,31.184999465942383,4551200.0,2010-05-27
TechnipFMC,FTI,31.165000915527344,28.84000015258789,31.165000915527344,29.075000762939453,5551600.0,2010-05-28
TechnipFMC,FTI,28.704999923706055,24.545000076293945,28.704999923706055,24.665000915527344,14274600.0,2010-06-01
TechnipFMC,FTI,26.0,24.5049991607666,24.7450008392334,25.55500030517578,9664600.0,2010-06-02
TechnipFMC,FTI,26.0,24.625,25.860000610351562,25.260000228881836,7099000.0,2010-06-03
TechnipFMC,FTI,25.815000534057617,24.479999542236328,24.625,24.649999618530273,5082600.0,2010-06-04
TechnipFMC,FTI,25.209999084472656,23.735000610351562,24.8799991607666,23.799999237060547,5233600.0,2010-06-07
TechnipFMC,FTI,24.385000228881836,23.079999923706055,23.774999618530273,24.260000228881836,7948600.0,2010-06-08
TechnipFMC,FTI,25.559999465942383,23.93000030517578,24.44499969482422,24.104999542236328,6490800.0,2010-06-09
TechnipFMC,FTI,26.05500030517578,24.670000076293945,24.704999923706055,26.030000686645508,5342000.0,2010-06-10
TechnipFMC,FTI,26.665000915527344,25.53499984741211,25.700000762939453,26.280000686645508,6234600.0,2010-06-11
TechnipFMC,FTI,27.354999542236328,26.264999389648438,27.354999542236328,26.375,5332800.0,2010-06-14
TechnipFMC,FTI,27.815000534057617,26.725000381469727,26.875,27.68000030517578,3715000.0,2010-06-15
TechnipFMC,FTI,27.90999984741211,27.03499984741211,27.15999984741211,27.670000076293945,4423200.0,2010-06-16
TechnipFMC,FTI,27.959999084472656,27.0,27.860000610351562,27.385000228881836,3660000.0,2010-06-17
TechnipFMC,FTI,28.014999389648438,27.2450008392334,28.014999389648438,27.575000762939453,3403000.0,2010-06-18
TechnipFMC,FTI,28.09000015258789,27.170000076293945,27.985000610351562,27.4950008392334,5048200.0,2010-06-21
TechnipFMC,FTI,28.040000915527344,26.719999313354492,28.040000915527344,26.7549991607666,6770800.0,2010-06-22
TechnipFMC,FTI,27.079999923706055,26.315000534057617,26.864999771118164,27.024999618530273,3980600.0,2010-06-23
TechnipFMC,FTI,27.264999389648438,26.6299991607666,26.81999969482422,26.739999771118164,6500800.0,2010-06-24
TechnipFMC,FTI,27.19499969482422,26.325000762939453,26.795000076293945,26.959999084472656,3904600.0,2010-06-25
TechnipFMC,FTI,26.905000686645508,26.329999923706055,26.885000228881836,26.334999084472656,3999800.0,2010-06-28
TechnipFMC,FTI,26.1299991607666,25.59000015258789,25.93000030517578,25.834999084472656,4225400.0,2010-06-29
TechnipFMC,FTI,27.020000457763672,25.71500015258789,25.815000534057617,26.329999923706055,5980200.0,2010-06-30
TechnipFMC,FTI,26.795000076293945,25.579999923706055,26.225000381469727,26.709999084472656,4709200.0,2010-07-01
TechnipFMC,FTI,27.540000915527344,26.75,26.854999542236328,27.260000228881836,5004400.0,2010-07-02
TechnipFMC,FTI,28.739999771118164,27.850000381469727,27.915000915527344,28.299999237060547,6820000.0,2010-07-06
TechnipFMC,FTI,30.09000015258789,28.280000686645508,28.424999237060547,30.079999923706055,5782000.0,2010-07-07
TechnipFMC,FTI,30.860000610351562,30.0049991607666,30.59000015258789,30.834999084472656,3770600.0,2010-07-08
TechnipFMC,FTI,30.899999618530273,30.344999313354492,30.899999618530273,30.809999465942383,2874200.0,2010-07-09
TechnipFMC,FTI,31.020000457763672,30.2549991607666,30.790000915527344,30.6200008392334,2145600.0,2010-07-12
TechnipFMC,FTI,31.264999389648438,30.739999771118164,31.065000534057617,30.850000381469727,2344400.0,2010-07-13
TechnipFMC,FTI,30.895000457763672,30.155000686645508,30.729999542236328,30.684999465942383,2952200.0,2010-07-14
TechnipFMC,FTI,30.75,29.799999237060547,30.75,30.524999618530273,2093000.0,2010-07-15
TechnipFMC,FTI,30.280000686645508,29.559999465942383,30.280000686645508,29.649999618530273,2351400.0,2010-07-16
TechnipFMC,FTI,30.200000762939453,29.450000762939453,30.1200008392334,29.975000381469727,2290600.0,2010-07-19
TechnipFMC,FTI,31.024999618530273,29.520000457763672,29.549999237060547,30.78499984741211,2963200.0,2010-07-20
TechnipFMC,FTI,31.2450008392334,30.125,30.905000686645508,30.34000015258789,1961600.0,2010-07-21
TechnipFMC,FTI,31.454999923706055,30.670000076293945,30.704999923706055,31.235000610351562,2551200.0,2010-07-22
TechnipFMC,FTI,31.93000030517578,30.625,31.030000686645508,31.8700008392334,2671600.0,2010-07-23
TechnipFMC,FTI,31.4950008392334,30.239999771118164,30.28499984741211,30.90999984741211,5587000.0,2010-07-26
TechnipFMC,FTI,31.045000076293945,29.649999618530273,30.924999237060547,29.989999771118164,4676600.0,2010-07-27
TechnipFMC,FTI,30.69499969482422,29.924999237060547,30.03499984741211,30.610000610351562,3336000.0,2010-07-28
TechnipFMC,FTI,31.600000381469727,30.475000381469727,30.915000915527344,31.559999465942383,4519000.0,2010-07-29
TechnipFMC,FTI,31.735000610351562,30.75,30.8700008392334,31.639999389648438,2931400.0,2010-07-30
TechnipFMC,FTI,32.584999084472656,31.899999618530273,32.3849983215332,32.34000015258789,2449400.0,2010-08-02
TechnipFMC,FTI,32.314998626708984,31.575000762939453,32.14500045776367,32.21500015258789,2188200.0,2010-08-03
TechnipFMC,FTI,32.93000030517578,32.16999816894531,32.25,32.650001525878906,2920200.0,2010-08-04
TechnipFMC,FTI,32.63999938964844,31.959999084472656,31.959999084472656,32.3849983215332,1524200.0,2010-08-05
TechnipFMC,FTI,32.189998626708984,31.315000534057617,31.979999542236328,31.954999923706055,2325200.0,2010-08-06
TechnipFMC,FTI,32.525001525878906,31.905000686645508,32.275001525878906,32.48500061035156,1812600.0,2010-08-09
TechnipFMC,FTI,31.9950008392334,31.334999084472656,31.795000076293945,31.7450008392334,1994800.0,2010-08-10
TechnipFMC,FTI,31.1200008392334,30.2450008392334,30.969999313354492,30.739999771118164,2504200.0,2010-08-11
TechnipFMC,FTI,30.950000762939453,30.21500015258789,30.225000381469727,30.540000915527344,1456400.0,2010-08-12
TechnipFMC,FTI,31.030000686645508,30.309999465942383,30.5,30.985000610351562,2407800.0,2010-08-13
